t_sim,y_sim
765,5.99999998519913
766,5.99999998945791
767,5.99999999248975
768,5.99999999464864
769,5.99999999618628
770,5.99999999728165
771,5.99999999806213
772,5.99999999861832
773,5.99999999901476
774,5.99999999929736
775,5.99999999949885
776,5.99999999964252
777,5.99999999974498
778,5.99999999981806
779,5.99999999987019
780,5.99999999990737
781,5.9999999999339
782,5.99999999995283
783,5.99999999996633
784,5.99999999997597
785,5.99999999998285
786,5.99999999998776
787,5.99999999999126
788,5.99999999999376
789,5.99999999999555
790,5.99999999999682
791,5.99999999999773
792,5.99999999999838
793,5.99999999999884
794,5.99999999999917
795,5.99999999999941
796,5.99999999999958
797,5.9999999999997
798,5.99999999999979
799,5.99999999999985
800,5.99999999999989
801,5.99999999999992
802,5.99999999999994
803,5.99999999999996
804,5.99999999999997
805,5.99999999999998
806,5.99999999999999
807,5.99999999999999
808,5.99999999999999
809,6
810,6
811,6
812,6
813,6
814,6
815,6
816,6
817,6
818,6
819,6
820,6
821,6
822,6
823,6
824,6
825,6
826,6
827,6
828,7.06227434253308
829,7.07381318651406
830,7.08179598815657
831,7.08732717793143
832,7.09116547488712
833,7.09383294956848
834,7.09568941638364
835,7.09698325864098
836,7.09788620863594
837,7.09851718679066
838,7.09895866825424
839,7.09926793758094
840,7.09948484067803
841,7.09963713273851
842,6.82934706817498
843,6.82648521919558
844,6.8245062714212
845,6.82313571839964
846,6.82218507336767
847,6.82152470330167
848,6.82106530784711
849,6.82074527186109
850,6.82052201488556
851,6.82036606478683
852,6.82025699106155
853,6.82018060970508
854,6.82012705893489
855,6.82008947230929
856,6.61726523329088
857,6.61504378723787
858,6.61350671950804
859,6.61244154877012
860,6.61170228252273
861,6.61118844863995
862,6.61083079050838
863,6.61058149241197
864,6.61040748963102
865,6.61028588230707
866,6.61020078637526
867,6.61014116773823
868,6.61009935026942
869,6.61006998635456
870,6.61004934545164
871,6.61003482165913
872,6.61002459235031
873,6.61001738117458
874,6.61001229327588
875,6.61000870055911
876,6.61000616169302
877,6.61000436625802
878,6.61000309570112
879,6.61000219600617
880,6.6100015585415
881,6.61000110662279
882,6.61000078607532
883,6.61000055859834
884,6.61000039709497
885,6.18509054536903
886,6.18047492626591
887,6.17728174766877
888,6.17506923055908
889,6.17353388247128
890,6.17246687174737
891,6.17172427018107
892,6.1712067227134
893,6.17084553519258
894,6.17059313857271
895,6.17041654217039
896,6.17029283172013
897,6.17020606854321
898,5.89009100548802
899,5.88700612931216
900,5.88487144729075
901,5.88339200879199
902,5.88236513930547
903,5.88165134532124
904,5.88115446358355
905,5.88080809569223
906,5.88056632287478
907,5.88039734008604
908,5.88027908446232
909,5.88019622843824
910,5.88013810817255
911,5.88009729405951
912,5.88006860274732
913,5.88004841323482
914,5.88003419273231
915,5.88002416745508
916,5.88001709371246
917,5.88001209850968
918,5.88000856840017
919,5.88000607187908
920,5.88000430512618
921,5.88000305402585
922,5.88000216754944
923,5.88000153907923
924,5.88000109329039
925,5.88000077692723
926,5.8800005523111
927,5.88000039276689
928,5.88000027939805
929,5.88000019881064
930,5.88000014150591
931,5.88000010074413
932,5.88000007174098
933,5.88000005109869
934,5.88000003640326
935,5.88000002593895
936,5.88000001848589
937,5.88000001317644
938,5.88000000939336
939,5.88000000669736
940,5.88000000477576
941,5.8800000034059
942,5.88000000242924
943,5.88000000173281
944,5.88000000123616
945,5.88000000088193
946,5.88000000062926
947,6.99055954036995
948,7.00262287713057
949,7.01096853330144
950,7.01675114072787
951,7.02076390568029
952,7.02355262917745
953,7.02549348082406
954,7.02684613407611
955,7.02779012724054
956,7.02844978621183
957,7.02891133500848
958,7.02923466202744
959,7.02946142435307
960,7.02962063877769
961,7.02973254507591
962,7.02981127962264
963,7.12643712331846
964,7.12752519470064
965,7.12827847886136
966,7.12880078430662
967,7.12916347829781
968,7.12941570466088
969,7.12959135852358
970,7.12971385500221
971,7.12979939489326
972,7.12985920473147
973,7.12990107583389
974,7.12993042342728
975,7.12995101668717
976,7.3713914696858
977,7.3740241066856
978,7.37584554007155
979,7.37710767343219
980,7.37798357110286
981,7.37859232608851
982,7.37901602377443
983,7.37931133238302
984,7.37951743499885
985,7.37966146676035
986,7.61153119545216
987,7.61411936492779
988,7.61591058664282
989,7.61715216198958
990,7.61801404853432
991,7.61861323908699
992,7.61903039724435
993,7.61932122728499
994,7.61952425777052
995,7.61966617872875
996,7.61976550730823
997,7.61983510949906
998,7.61988393771137
999,7.61991822996384
1000,7.61994233881317
1001,7.61995930523839
1002,7.61997125656039
1003,7.61997968276434
1004,7.6199856286633
1005,7.61998982772511
1006,7.61999279540071
1007,7.61999489429652
1008,7.61999637974369
1009,7.61999743170002
1010,7.61999817711038
1011,7.44617199500089
1012,7.44428419541667
1013,7.44297818484073
1014,7.44207326996557
1015,7.44144531919371
1016,7.44100891868884
1017,7.44070520099252
1018,7.44049352955119
1019,7.44034580838442
1020,7.44024258181041
1021,7.44017035675332
1022,7.44011976140734
1023,7.44008427697619
1024,7.4400593627271
1025,7.44004185142507
1026,7.44002953093933
1027,7.44002085424592
1028,7.18893171170485
1029,7.18620003365997
1030,7.18431014297702
1031,7.1830006180232
1032,7.18209186186761
1033,7.18146029063055
1034,7.1810207266377
1035,7.18071436897633
1036,7.18050056134564
1037,7.18035114934363
1038,7.1802466063685
1039,7.18017336946046
1040,7.18012200423263
1041,7.18008593884684
1042,7.1800605891894
1043,7.16072867446543
1044,7.16050631619031
1045,7.16035231993619
1046,7.16024550594423
1047,7.16017130785916
1048,7.1601196914624
1049,7.16008373345617
1050,7.1600586494004
1051,7.16004112777274
1052,7.16002887300297
1053,7.16002029139355
1054,7.16001427489777
1055,7.16001005202591
1056,7.16000708487513
1057,7.16966203737989
1058,7.16976546663734
1059,7.16983700213167
1060,7.16988655536951
1061,7.16992093345411
1062,7.16994481902928
1063,7.16996143852302
1064,7.16997301856817
1065,7.16998109824968
1066,7.16998674306753
1067,7.1699906917909
1068,7.16999345741631
1069,7.16999539668611
1070,7.169996758035
1071,7.16999771471125
1072,7.16999838769245
1073,7.16999886156493
1074,7.16999919554397
1075,7.16999943113297
1076,7.16999959745444
1077,7.1699997149656
1078,7.16999979805162
1079,7.16999985683794
1080,7.1699998984583
1081,7.1699999279432
1082,7.16999994884295
1083,7.1699999636652
1084,7.17965701366007
1085,7.17976191970787
1086,7.17983449593438
1087,7.17988478324515
1088,7.17991967953153
1089,7.17994393120523
1090,7.17996080953039
1091,7.17997257269613
1092,7.17998078201807
1093,7.17998651867117
1094,7.17999053248653
1095,7.17999334427336
1096,7.17999531629599
1097,7.17999670089488
1098,7.17999767408265
1099,7.17999835879469
1100,7.17999884100469
1101,7.1799991809116
1102,7.17999942071664
1103,7.17999959003758
1104,7.17999970968329
1105,7.17999979428876
1106,7.17999985415693
1107,7.17999989654777
1108,7.17999992658149
1109,7.17999994787226
1110,7.17999996297315
1111,7.17034293421146
1112,7.17023804323753
1113,7.17016547771691
1114,7.17011519801283
1115,7.17008030713315
1116,7.17005605930379
1117,7.17003918371296
1118,7.17002742249264
1119,7.17001921455523
1120,7.17001347888772
1121,7.17000946577415
1122,7.17000665448713
1123,7.17000468282053
1124,7.17000329847532
1125,7.16034528599076
1126,7.16023970282591
1127,7.16016664978373
1128,7.16011602639889
1129,7.16008089303186
1130,7.16005647397439
1131,7.16003947738138
1132,7.16002763059051
1133,7.1600193620981
1134,7.16001358355084
1135,7.16000954005541
1136,7.16000670722971
1137,7.16000472028561
1138,7.16966036457625
1139,7.16976428245352
1140,7.16983616332703
1141,7.1698859608674
1142,7.16992051187317
1143,7.16994451992103
1144,7.1699612262077
1145,7.16997286779428
1146,7.16998099113475
1147,7.16998666694017
1148,7.16999063766726
1149,7.16999341892365
1150,7.16033832982412
1151,7.16023480048838
1152,7.16016319185659
1153,7.16011358528946
1154,7.16007916839611
1155,7.16005525462879
1156,7.16003861468738
1157,7.16002701983242
1158,7.16001892943799
1159,7.16001327687956
1160,7.16000932256898
1161,7.16000655291438
1162,7.16000461074138
1163,7.16000324730218
1164,7.16000228912196
1165,7.16000161505932
1166,7.16000114040966
1167,7.16000080587239
1168,7.16000056988262
1169,7.16000040327355
1170,7.16000028555608
1171,7.16000020232211
1172,7.16000014342974
1173,7.16000010173337
1174,7.16000007219402
1175,7.16000005125527
1176,7.16000003640509
1177,7.1600000258678
1178,7.16000001838733
1179,7.16000001307461
1180,7.16000000929991
1181,7.16000000661697
1182,7.16000000470935
1183,7.16000000335255
1184,7.16000000238723
1185,7.16000000170024
1186,7.13102888277848
1187,7.13071418668533
1188,7.13049647366527
1189,7.13034562285839
1190,7.13024094190646
1191,7.13016819250728
1192,7.13011756153021
1193,7.13008227487762
1194,7.13005764893618
1195,7.13004044041789
1196,7.13002839999782
1197,7.13001996536803
1198,7.13001404982062
1199,7.13000989639479
1200,7.13000697709574
1201,7.13000492314796
1202,7.13000347665219
1203,7.13000245702717
1204,7.1300017376803
1205,7.13000122976616
1206,7.13000087086374
1207,7.13000061707208
1208,7.13000043748521
1209,7.1300003103253
1210,7.13000022023312
1211,7.13000015636725
1212,7.13000011106916
1213,5.88424198631778
1214,5.87071004646472
1215,5.86134838105723
1216,5.85486179244084
1217,5.85036050873389
1218,5.84723228260496
1219,5.84505514919968
1220,5.84353782215213
1221,5.84247890597064
1222,5.84173893918764
1223,5.8412212007722
1224,5.84085851144129
1225,5.84060414272462
1226,5.6279706767811
1227,5.62553737803569
1228,5.62385249788879
1229,5.62268406057041
1230,5.62187255727093
1231,5.62130813039616
1232,5.62091499670894
1233,5.62064079544166
1234,5.6204492923929
1235,5.62031537452059
1236,5.62022161034755
1237,5.62015588251548
1238,5.62010975566134
1239,5.62007734942982
1240,5.62005455905769
1241,5.62003851550044
1242,5.62002721091279
1243,5.62001923845178
1244,5.62001361124358
1245,5.62000963625128
1246,5.62000682627427
1247,5.62000483847051
1248,5.62000343135314
1249,5.62000243467313
1250,5.62000172830179
1251,5.62000122740717
1252,5.62000087203744
1253,5.62000061979342
1254,5.6200004406693
1255,5.62000031341659
1256,5.62000022297927
1257,5.62000015868319
1258,5.62000011295683
1259,5.62000008042683
1260,5.62000005727811
1261,5.62000004080077
1262,5.62000002906923
1263,5.62000002071465
1264,5.6200000147637
1265,5.62000001052399
1266,5.62000000750289
1267,5.62000000534977
1268,5.62000000381501
1269,5.62000000272085
1270,5.62000000194071
1271,5.6200000013844
1272,5.62000000098764
1273,5.62000000070465
1274,5.62000000050278
1275,5.62000000035877
1276,5.62000000025603
1277,5.62000000018272
1278,5.62000000013041
1279,5.62000000009308
1280,5.62965703954401
1281,5.62976193810664
1282,5.62983450901709
1283,5.62988479255082
1284,5.62991968615259
1285,5.62994393591748
1286,5.62996081288501
1287,5.62997257508483
1288,5.62998078371935
1289,5.62998651988312
1290,5.62999053335005
1291,5.62999334488873
1292,5.6299953167346
1293,5.62999670120755
1294,5.62999767430557
1295,5.62999835895364
1296,5.62999884111805
1297,5.62999918099245
1298,5.62999942077431
1299,5.62999959007871
1300,5.62999970971264
1301,5.6299997943097
1302,5.62999985417188
1303,5.62999989655843
1304,5.6299999265891
1305,5.62999994787769
1306,5.62999996297702
1307,7.02061365846237
1308,7.03571906182622
1309,7.04616928028834
1310,7.05341011437799
1311,7.0584347967578
1312,7.06192676555366
1313,7.06435705076449
1314,7.06605080888328
1315,7.06723285321188
1316,7.06805886147555
1317,7.06863680120028
1318,7.06904166311662
1319,7.0693256091689
1320,7.08883905240399
1321,7.08918897580789
1322,7.08943270706788
1323,7.08960270589332
1324,7.08972143507027
1325,7.08980446323011
1326,7.08986259702948
1327,7.08990334873528
1328,7.08993194799688
1329,7.08995204048904
1330,7.08996617109488
1331,7.08997611859423
1332,7.08998312784604
1333,7.08998807109894
1334,7.08999156022538
1335,7.08999402492006
1336,7.08999576725857
1337,7.0899969998128
1338,7.08999787231281
1339,7.08999849031967
1340,7.08999892831846
1341,7.08999923890907
1342,7.08999945926482
1343,7.08999961567561
1344,7.08999972674686
1345,7.08999980565399
1346,7.08999986173274
1347,7.08999990160186
1348,7.10931400891138
1349,7.10952382624619
1350,7.10966898244856
1351,7.10976955975286
1352,7.1098393542449
1353,7.1098878589652
1354,7.10992161659746
1355,7.10994514363117
1356,7.10996156277719
1357,7.10997303644243
1358,7.10998106432984
1359,7.10998668808699
1360,7.10033359278586
1361,7.10023146349574
1362,7.10016083901426
1363,7.10011192494282
1364,7.10007799578837
1365,7.10005442585682
1366,7.10003802851333
1367,7.10002660496535
1368,7.10001863562937
1369,7.10001306868165
1370,7.10000917495471
1371,7.1000064482003
1372,7.10000453642373
1373,7.10000319453364
1374,7.10000225163835
1375,7.10000158842273
1376,7.10000112147424
1377,7.10000079240699
1378,7.10000056030403
1379,7.10000039645782
1380,7.10000028070496
1381,7.10000019886843
1382,7.10000014097036
1383,7.10000009998165
1384,7.10000007094609
1385,7.10000005036608
1386,7.1000000357714
1387,7.10000002541611
1388,7.10000001806533
1389,7.10000001284502
