0.1855378,-7.24,9.38,-7.8,6.82,-100,-66.7
0.222733,-7.24,9.38,-7.8,6.82,-100,-66.7
0.2408688,-7.24,9.38,-7.8,6.82,-100,-66.7
0.2859726,-7.24,9.38,-7.8,6.82,-100,-66.7
0.337165,-7.24,9.38,-7.8,6.82,-100,-66.7
0.3745081,-7.24,9.38,-7.8,6.82,-100,-66.7
0.3911814,-7.24,9.38,-7.8,6.82,-100,-66.7
0.4092831,-7.24,9.38,-7.8,6.82,-100,-66.7
0.4288242,-7.24,9.38,-7.8,6.82,-100,-66.7
0.4493896,-8.21,9.16,-7.95,6.61,-100,-66.7
0.4948043,-8.21,9.16,-7.95,6.61,-100,-66.7
0.5120259,-8.21,9.16,-7.95,6.61,-100,-66.7
0.5280301,-8.21,9.16,-7.95,6.61,-100,-66.7
0.5451819,-8.21,9.16,-7.95,6.61,-100,-66.7
0.5598786,-8.21,9.16,-7.95,6.61,-100,-66.7
0.5756712,-8.21,9.16,-7.95,6.61,-100,-66.7
0.6156452,-8.21,9.16,-7.95,6.61,-100,-66.7
0.6413946,-8.21,9.16,-7.95,6.61,-100,-66.7
0.6589985,-8.21,9.16,-7.95,6.61,-100,-66.7
0.6771996,-8.21,9.16,-7.95,6.61,-100,-66.7
0.692365,-8.21,9.16,-7.95,6.61,-100,-66.7
0.7252579,-8.21,9.16,-7.95,6.61,-100,-66.7
0.7422486,-8.21,9.16,-7.95,6.46,-100,-66.7
0.7579404,-8.34,8.54,-8,6.46,-63.9,-51.8
0.7753065,-8.34,8.54,-8,6.46,-43.9,-51.8
0.7921427,-8.34,8.54,-8,6.46,-23.9,-51.8
0.8099854,-8.34,8.54,-8,6.46,-3.9,-51.8
0.8239992,-8.34,8.54,-8,6.46,16.1,-51.8
0.8602496,-8.34,8.54,-8,6.46,36.1,-51.8
0.8837211,-8.34,8.54,-8,6.46,56.1,-51.8
0.9078689,-8.34,8.54,-8,6.46,76.1,-51.8
0.9274277,-8.34,8.54,-8,6.46,96.1,-51.8
0.9399532,-8.34,8.54,-8,6.46,116.1,-51.8
0.9553262,-8.34,8.54,-8,6.46,116.1,-51.8
1.0014296,-8.34,8.54,-8,6.46,116.1,-51.8
1.0215365,-8.18,8.49,-7.95,6.61,116.1,-51.8
1.0357902,-8.18,8.49,-7.95,6.61,116.1,-51.8
1.063476,-8.18,8.49,-7.95,6.61,116.1,-51.8
1.0793193,-8.18,8.49,-7.95,6.61,116.1,-51.8
1.0971269,-8.18,8.49,-7.95,6.61,116.1,-51.8
1.1427088,-8.18,8.49,-7.95,6.61,116.1,-51.8
1.1651098,-8.18,8.49,-7.95,6.61,116.1,-51.8
1.1789254,-8.18,8.49,-7.95,6.61,116.1,-51.8
1.1948945,-8.18,8.49,-7.95,6.61,116.1,-51.8
1.2201735,-8.18,8.49,-7.95,6.61,116.1,-51.8
1.2355243,-8.18,8.49,-7.95,6.61,116.1,-51.8
1.2791628,-8.18,8.49,-7.95,6.61,116.1,-51.8
1.3012923,-8.18,8.49,-7.95,6.61,116.1,-51.8
1.3149466,-8.18,8.49,-7.95,6.61,116.1,-51.8
1.3350543,-7.72,8.7,-7.89,6.7,100,-51.8
1.358607,-7.72,8.7,-7.89,6.7,100,-51.8
1.377725,-7.72,8.7,-7.89,6.7,100,-51.8
1.4063248,-7.72,8.7,-7.89,6.7,100,-51.8
1.4246056,-7.72,8.7,-7.89,6.7,100,-51.8
1.4498385,-7.72,8.7,-7.89,6.7,100,-51.8
1.465484,-7.72,8.7,-7.89,6.7,100,-51.8
1.4838275,-7.72,8.7,-7.89,6.7,100,-51.8
1.4977158,-7.72,8.7,-7.89,6.7,100,-51.8
1.5363979,-7.72,8.7,-7.89,6.7,100,-51.8
1.5546382,-7.72,8.7,-7.89,6.7,100,-51.8
1.5710381,-7.72,8.7,-7.89,6.7,100,-51.8
1.5888386,-7.76,9,-7.89,6.7,100,-51.8
1.60403,-7.76,9,-7.89,6.7,100,-51.8
1.6298004,-7.76,9,-7.89,6.7,100,-51.8
1.6552194,-7.76,9,-7.89,6.7,100,-51.8
1.6789323,-7.76,9,-7.89,6.7,100,-51.8
