0.037618,491.02,92.78,494.26,126.37
0.053045,491.02,92.78,494.26,126.37
0.067826,491.02,92.78,494.26,126.37
0.08257,491.02,92.78,494.26,126.37
0.098138,491.02,92.78,494.26,126.37
0.1142,491.02,92.78,494.26,126.37
0.1295,491.02,92.78,494.26,126.37
0.14445,491.02,92.78,494.26,126.37
0.16057,491.02,92.78,494.26,126.37
0.17678,491.02,92.78,494.26,126.37
0.19266,491.02,92.78,494.26,126.37
0.20853,491.02,92.78,494.26,126.37
0.22455,487.5,90.83,486.38,136.61
0.24012,487.5,90.83,486.38,136.61
0.25571,487.5,90.83,486.38,136.61
0.27188,487.5,90.83,486.38,136.61
0.28734,487.5,90.83,486.38,136.61
0.30311,487.5,90.83,486.38,136.61
0.31781,487.5,90.83,486.38,136.61
0.33415,487.5,90.83,486.38,136.61
0.34904,487.5,90.83,486.38,136.61
0.36445,487.5,90.83,486.38,136.61
0.3795,487.5,90.83,486.38,136.61
0.39488,487.5,90.83,486.38,136.61
0.40996,487.5,90.83,486.38,136.61
0.42466,487.5,90.83,486.38,136.61
0.43966,487.5,90.25,485.41,138.28
0.45572,496.95,90.25,485.41,138.28
0.4698,496.95,90.25,485.41,138.28
0.48599,496.95,90.25,485.41,138.28
0.50191,496.95,90.25,485.41,138.28
0.51694,496.95,90.25,485.41,138.28
0.53215,496.95,90.25,485.41,138.28
0.54741,496.95,90.25,485.41,138.28
0.5632,496.95,90.25,485.41,138.28
0.57838,496.95,90.25,485.41,138.28
0.59379,496.95,90.25,485.41,138.28
0.61035,496.95,90.25,485.41,138.28
0.62542,496.95,90.25,485.41,138.78
0.64015,513.09,94.97,488.62,138.78
0.65577,513.09,94.97,488.62,138.78
0.67088,513.09,94.97,488.62,138.78
0.68765,513.09,94.97,488.62,138.78
0.70215,513.09,94.97,488.62,138.78
0.71712,513.09,94.97,488.62,138.78
0.7331,513.09,94.97,488.62,138.78
0.7488,513.09,94.97,488.62,138.78
0.76473,513.09,94.97,488.62,138.78
0.7799,513.09,94.97,488.62,138.78
0.79539,513.09,94.97,488.62,138.78
0.81164,513.09,94.97,487.49,143.84
0.82742,527.03,97.09,487.49,143.84
0.84289,527.03,97.09,487.49,143.84
0.85832,527.03,97.09,487.49,143.84
0.87405,527.03,97.09,487.49,143.84
0.88937,527.03,97.09,487.49,143.84
0.90554,527.03,97.09,487.49,143.84
0.92124,527.03,97.09,487.49,143.84
0.93593,527.03,97.09,487.49,143.84
0.95133,527.03,97.09,487.49,143.84
0.96782,527.03,97.09,487.49,143.84
0.98351,527.03,97.09,487.49,143.84
0.999,527.03,97.09,487.49,143.84
1.0137,527.03,97.09,487.49,143.84
1.0298,527.03,97.09,487.49,146.05
1.0442,538.91,91.43,484.35,146.05
1.0595,538.91,91.43,484.35,146.05
1.075,538.91,91.43,484.35,146.05
1.091,538.91,91.43,484.35,146.05
1.1068,538.91,91.43,484.35,146.05
1.1226,538.91,91.43,484.35,146.05
1.1371,538.91,91.43,484.35,146.05
1.1537,538.91,91.43,484.35,146.05
1.1682,538.91,91.43,484.35,146.05
1.1845,538.91,91.43,484.35,146.05
1.2002,538.91,91.43,484.35,146.05
1.2162,538.91,91.43,484.35,146.05
1.2316,538.91,91.43,484.35,109.62
1.2473,543.87,85.53,491.1,109.62
1.2625,543.87,85.53,491.1,109.62
1.2778,543.87,85.53,491.1,109.62
1.2938,543.87,85.53,491.1,109.62
1.3087,543.87,85.53,491.1,109.62
1.3251,543.87,85.53,491.1,109.62
1.34,543.87,85.53,491.1,109.62
1.3557,543.87,85.53,491.1,109.62
1.3702,543.87,85.53,491.1,109.62
1.3864,543.87,85.53,491.1,109.62
1.4013,543.87,85.53,491.1,98.68
1.4167,550.26,78.86,494.53,98.68
1.4323,550.26,78.86,494.53,98.68
1.4486,550.26,78.86,494.53,98.68
