0.034077,402.21,219.47,451.7,267.28
0.048081,402.21,219.47,451.7,267.28
0.062665,402.21,219.47,451.7,267.28
0.077478,402.21,219.47,451.7,267.28
0.091252,402.21,219.47,451.7,267.28
0.10567,402.21,219.47,451.7,267.28
0.12112,402.21,219.47,451.7,267.28
0.13631,402.21,219.47,451.7,267.28
0.15066,402.21,219.47,451.7,267.28
0.16607,402.21,219.47,451.7,267.28
0.18108,402.21,219.47,451.7,267.28
0.19637,402.21,219.47,451.7,267.28
0.21237,402.21,219.47,451.7,267.28
0.22897,402.21,219.47,451.7,267.28
0.24516,402.21,219.47,451.7,267.28
0.26001,402.21,219.47,451.7,267.28
0.27515,402.21,219.47,451.7,267.28
0.29018,402.21,219.47,451.7,267.28
0.30627,402.21,219.47,451.7,267.28
0.32133,402.21,219.47,451.7,267.28
0.33657,402.21,219.47,451.7,267.28
0.35115,402.21,219.47,451.7,267.28
0.36707,402.21,219.47,451.7,267.28
0.3825,402.21,219.47,451.7,267.28
0.39844,402.21,219.47,451.7,267.28
0.41344,402.21,219.47,451.7,267.28
0.42917,402.21,219.47,451.7,267.28
0.44382,402.21,219.47,451.7,267.28
0.4585,402.21,219.47,451.7,267.28
0.47527,402.21,219.47,451.7,267.28
0.4908,402.21,219.47,451.7,267.28
0.50589,402.21,219.47,451.7,267.28
0.52058,402.21,219.47,451.7,267.28
0.53563,402.21,219.47,451.7,267.28
0.55036,402.21,219.47,451.7,267.28
0.56661,402.21,219.47,451.7,267.28
0.58235,402.21,219.47,451.7,267.28
0.59698,402.21,219.47,451.7,267.28
0.61262,402.21,219.47,451.7,267.28
0.62693,402.21,219.47,451.7,267.28
0.64181,402.21,219.47,451.7,267.28
0.65811,402.21,219.47,451.7,267.28
0.67394,402.21,219.47,451.7,267.28
0.68997,402.21,219.47,451.7,267.28
0.70438,402.21,219.47,451.7,267.28
0.72008,402.21,219.47,451.7,267.28
0.73512,402.21,219.47,451.7,267.28
0.7504,402.21,219.47,451.7,267.28
0.76606,402.21,219.47,451.7,267.28
0.78148,402.21,219.47,451.7,267.28
0.79751,402.21,219.47,451.7,267.28
0.81241,402.21,219.47,451.7,267.28
0.82852,402.21,219.47,451.7,267.28
0.84259,402.21,219.47,451.7,267.28
0.85854,402.21,219.47,451.7,267.28
0.87478,402.21,219.47,451.7,267.28
0.89083,402.21,219.47,451.7,267.28
0.90511,402.21,219.47,451.7,267.28
0.9211,402.21,219.47,451.7,267.28
0.93866,402.21,219.47,451.7,267.28
0.9523,402.21,219.47,451.7,267.28
0.96759,402.21,219.47,451.7,267.28
0.98243,402.21,219.47,451.7,267.28
0.99781,402.21,219.47,451.7,267.28
1.014,402.21,219.47,451.7,267.28
1.0299,402.21,219.47,451.7,267.28
1.0457,402.21,219.47,451.7,267.28
1.0611,402.21,219.47,451.7,267.28
1.0762,402.21,219.47,451.7,267.28
1.0927,402.21,219.47,451.7,267.28
1.108,402.21,219.47,447.71,269.89
1.1229,402.76,219.14,447.71,269.89
1.1382,402.76,219.14,447.71,269.89
1.1547,402.76,219.14,447.71,269.89
1.1696,402.76,219.14,447.71,269.89
1.1847,402.76,219.14,447.71,269.89
1.2007,402.76,219.14,447.71,269.89
1.2164,402.76,219.14,447.71,269.89
1.2313,402.76,219.14,447.71,269.89
1.2466,402.76,219.14,447.71,269.89
1.2622,402.76,219.14,447.71,269.89
1.2778,402.76,219.14,447.71,269.89
1.2936,402.76,219.14,447.71,269.89
1.309,402.76,219.14,447.71,269.89
1.3249,402.76,219.14,447.71,269.89
1.3404,402.76,219.14,447.71,269.89
1.3558,402.76,219.14,447.71,268.57
1.3711,402.93,219.04,450.71,268.57
1.3859,402.93,219.04,450.71,268.57
1.4018,402.93,219.04,450.71,268.57
1.4177,402.93,219.04,450.71,268.57
1.4334,402.93,219.04,450.71,268.57
1.448,402.93,219.04,450.71,268.57
1.4646,402.93,219.04,450.71,268.57
1.4792,402.93,219.04,450.71,268.57
1.4946,402.93,219.04,450.71,268.57
1.5096,402.93,219.04,450.71,268.57
1.5257,402.93,219.04,450.71,268.57
1.5423,402.93,219.04,450.71,268.57
1.5581,402.93,219.04,450.71,268.57
1.5727,402.93,219.04,450.71,268.57
1.5884,402.93,219.04,450.71,268.57
1.6045,402.93,219.04,450.71,268.57
1.6201,402.93,219.04,450.71,268.57
1.6348,402.93,219.04,450.71,268.57
1.6493,402.93,219.01,451.61,268.17
1.6656,402.98,219.01,451.61,268.17
1.6801,402.98,219.01,451.61,268.17
1.695,402.98,219.01,451.61,268.17
1.7107,402.98,219.01,451.61,268.17
1.7257,402.98,219.01,451.61,268.17
1.7418,402.98,219.01,451.61,268.17
1.7562,402.98,219.01,451.61,268.17
1.7712,402.98,219.01,451.61,268.17
1.787,402.98,219.01,451.61,268.17
1.8022,402.98,219.01,451.61,268.17
1.8167,402.98,219.01,451.61,268.17
1.8321,402.98,219.01,451.61,268.17
1.8492,402.98,219.01,451.61,268.17
1.8628,402.98,219.01,451.61,268.17
1.8786,402.98,219.01,451.61,268.17
